Time;Pos_x;Pos_y;Pos_z;Vel_x;Vel_y;Vel_z;Vel_norm;Acc_x;Acc_y;Acc_z;Acc_norm;Thrust;Omg_x;Omg_y;Omg_z;Omg_norm;Alpha;Quat_w;Quat_x;Quat_y;Quat_z;Yaw;Pitch;Roll
2;2.17116;1.39235;1.45909;-2.72069;-0.311175;0.247018;2.74954;-0.394691;-2.97289;0.184357;3.00463;10.3808;0.937804;-0.0926694;-0.371425;1.01293;74.6312;0.0307193;0.0799629;0.145176;-0.985538;5.01099;-163.665;-170
2.02;2.11667;1.38553;1.46407;-2.72772;-0.37072;0.250445;2.76417;-0.308713;-2.98105;0.158181;3.00116;10.3538;0.935069;-0.0895946;-0.374123;1.01111;74.621;0.0410053;0.0780901;0.146481;-0.98512;6.20748;-163.608;-170.037
2.04;2.06206;1.37752;1.46911;-2.73304;-0.430394;0.253343;2.77829;-0.222971;-2.98579;0.131606;2.997;10.3262;0.932266;-0.0865246;-0.376733;1.00922;74.6221;0.0512783;0.0762021;0.147718;-0.984602;7.40251;-163.556;-170.074
2.06;2.00736;1.36831;1.4742;-2.73664;-0.490128;0.255707;2.79192;-0.137699;-2.9871;0.104712;2.99211;10.298;0.929374;-0.0834736;-0.379244;1.00724;74.634;0.0615361;0.0743045;0.148881;-0.983984;8.59595;-163.51;-170.112
2.08;1.95261;1.35791;1.47933;-2.73855;-0.549855;0.25753;2.80505;-0.0531317;-2.98495;0.0775783;2.98643;10.2693;0.926366;-0.0804553;-0.381639;1.00512;74.6564;0.0717763;0.0724031;0.149967;-0.983267;9.78763;-163.469;-170.148
2.1;1.89783;1.34632;1.4845;-2.73877;-0.609503;0.258809;2.81769;0.0304973;-2.97932;0.0502839;2.9799;10.2401;0.92321;-0.0774828;-0.383903;1.00285;74.6888;0.0819961;0.0705037;0.15097;-0.982452;10.9773;-163.436;-170.184
2.12;1.84307;1.33353;1.48968;-2.73734;-0.669004;0.259541;2.82983;0.112953;-2.97019;0.0229082;2.97243;10.2104;0.919871;-0.0745686;-0.386016;1.00037;74.731;0.0921928;0.0686124;0.151885;-0.98154;12.1648;-163.41;-170.219
2.14;1.78835;1.31956;1.49487;-2.73426;-0.728287;0.259725;2.84149;0.194002;-2.95754;-0.00446923;2.96389;10.1804;0.91631;-0.0717243;-0.387958;0.997637;74.7824;0.102363;0.066735;0.152707;-0.980534;13.3497;-163.393;-170.252
2.16;1.73371;1.30441;1.50007;-2.72959;-0.787282;0.259362;2.85267;0.273408;-2.94134;-0.0317691;2.95419;10.15;0.912484;-0.06896;-0.389708;0.994613;74.8427;0.112503;0.0648778;0.153428;-0.979434;14.5318;-163.384;-170.283
2.18;1.67917;1.28807;1.50524;-2.72334;-0.845917;0.258455;2.86338;0.350939;-2.92157;-0.058912;2.94316;10.1193;0.908344;-0.0662848;-0.391241;0.991238;74.9117;0.12261;0.0630468;0.154043;-0.978244;15.7105;-163.386;-170.313
2.2;1.62478;1.27057;1.5104;-2.71556;-0.904121;0.257008;2.87363;0.426359;-2.89822;-0.0858185;2.93067;10.0884;0.903841;-0.0637061;-0.392532;0.987456;74.9891;0.132678;0.0612481;0.154543;-0.976965;16.8853;-163.398;-170.34
2.22;1.57056;1.25191;1.51552;-2.7063;-0.961822;0.255025;2.88344;0.499434;-2.87126;-0.112409;2.91654;10.0572;0.898921;-0.0612296;-0.393553;0.983205;75.0745;0.142703;0.059488;0.154921;-0.9756;18.0558;-163.423;-170.365
2.24;1.51654;1.2321;1.5206;-2.6956;-1.01895;0.252514;2.8928;0.56993;-2.84067;-0.138605;2.90059;10.0258;0.893525;-0.058859;-0.394274;0.978419;75.1679;0.15268;0.0577724;0.155168;-0.974152;19.2211;-163.46;-170.388
2.26;1.46275;1.21116;1.52562;-2.68352;-1.07542;0.249484;2.90174;0.637613;-2.80642;-0.164326;2.88263;9.99426;0.887593;-0.0565959;-0.394664;0.973028;75.2689;0.162604;0.0561076;0.155275;-0.972625;20.3807;-163.512;-170.409
2.28;1.40921;1.18909;1.53057;-2.67012;-1.13118;0.245944;2.91026;0.702247;-2.76851;-0.189493;2.86246;9.96255;0.881061;-0.0544399;-0.394688;0.96696;75.3774;0.172467;0.0544995;0.155234;-0.971023;21.5336;-163.58;-170.427
2.3;1.35595;1.16592;1.53545;-2.65546;-1.18614;0.241908;2.91837;0.7636;-2.7269;-0.214027;2.83987;9.93073;0.873863;-0.0523878;-0.394313;0.960137;75.4935;0.182263;0.052954;0.155035;-0.969349;22.6789;-163.664;-170.444
2.32;1.303;1.14165;1.54025;-2.6396;-1.24023;0.237388;2.92609;0.821436;-2.68157;-0.237848;2.81463;9.89882;0.865928;-0.0504342;-0.393499;0.952479;75.617;0.191986;0.051477;0.154666;-0.96761;23.8156;-163.767;-170.46
2.34;1.25037;1.11631;1.54495;-2.62262;-1.29338;0.232399;2.93343;0.87552;-2.63251;-0.260878;2.78652;9.86687;0.857184;-0.0485709;-0.392207;0.943901;75.748;0.201626;0.0500744;0.154117;-0.965808;24.9425;-163.889;-170.474
2.36;1.1981;1.08992;1.54954;-2.6046;-1.34551;0.226959;2.94038;0.92562;-2.57969;-0.283035;2.7553;9.8349;0.847556;-0.0467874;-0.390396;0.934317;75.8865;0.211176;0.0487518;0.153376;-0.963951;26.0584;-164.032;-170.487
2.38;1.1462;1.0625;1.55402;-2.58563;-1.39654;0.221084;2.94698;0.9715;-2.52309;-0.304242;2.72073;9.80296;0.836965;-0.0450701;-0.38802;0.923635;76.0327;0.220625;0.0475147;0.152431;-0.962044;27.162;-164.197;-170.5
2.4;1.09468;1.03407;1.55838;-2.56577;-1.4464;0.214796;2.95321;1.01293;-2.46269;-0.324419;2.68256;9.77109;0.825333;-0.043403;-0.385033;0.911761;76.1866;0.229965;0.0463686;0.15127;-0.960094;28.2517;-164.387;-170.513
2.42;1.04357;1.00465;1.56261;-2.54514;-1.49502;0.208115;2.95908;1.04966;-2.39847;-0.343486;2.64054;9.73936;0.812574;-0.0417676;-0.381387;0.898598;76.3486;0.239184;0.045319;0.149879;-0.958108;29.3259;-164.602;-170.527
2.44;0.992879;0.974276;1.5667;-2.52382;-1.54232;0.201064;2.9646;1.08148;-2.3304;-0.361364;2.59441;9.70783;0.798605;-0.0401429;-0.377031;0.884044;76.5188;0.248271;0.044371;0.148245;-0.956093;30.383;-164.844;-170.543
2.46;0.942621;0.942969;1.57065;-2.50192;-1.58821;0.193669;2.96977;1.10813;-2.25847;-0.377974;2.54392;9.67656;0.783335;-0.0385054;-0.371911;0.867994;76.6975;0.257214;0.04353;0.146353;-0.954057;31.4211;-165.116;-170.562
2.48;0.892806;0.910758;1.57445;-2.47953;-1.63263;0.185955;2.97458;1.1294;-2.18265;-0.393236;2.48881;9.64565;0.766674;-0.0368301;-0.365971;0.850341;76.885;0.265998;0.0428012;0.144188;-0.952009;32.4383;-165.418;-170.584
2.5;0.843442;0.877674;1.57809;-2.45678;-1.67549;0.177949;2.97904;1.14504;-2.10293;-0.407071;2.42881;9.6152;0.748526;-0.0350899;-0.359155;0.830972;77.0816;0.274611;0.0421896;0.141736;-0.949957;33.4324;-165.752;-170.61
2.52;0.794537;0.843749;1.58156;-2.43377;-1.71672;0.169682;2.98314;1.15482;-2.01927;-0.419399;2.36368;9.58531;0.728795;-0.0332567;-0.351401;0.809772;77.2875;0.283035;0.0417006;0.13898;-0.947911;34.4014;-166.121;-170.642
2.54;0.746093;0.809016;1.58487;-2.41062;-1.75624;0.161184;2.98688;1.15852;-1.93167;-0.430144;2.29315;9.55613;0.707382;-0.0313006;-0.34265;0.786625;77.5031;0.291256;0.041339;0.135905;-0.94588;35.3429;-166.525;-170.68
2.56;0.698112;0.773511;1.58801;-2.38747;-1.79396;0.152487;2.99024;1.15617;-1.84025;-0.439295;2.21726;9.52779;0.684273;-0.0291647;-0.332883;0.761506;77.7293;0.299254;0.0410992;0.132506;-0.943874;36.2545;-166.965;-170.725
2.58;0.650593;0.73727;1.59097;-2.36442;-1.82982;0.143622;2.99322;1.14808;-1.74526;-0.446907;2.13629;9.50044;0.659539;-0.0267711;-0.322122;0.734487;77.9677;0.307009;0.040965;0.12879;-0.941901;37.1336;-167.44;-170.781
2.6;0.603534;0.700331;1.59375;-2.34158;-1.86375;0.13462;2.99578;1.13456;-1.64697;-0.453036;2.0506;9.47423;0.63326;-0.0240494;-0.310398;0.705651;78.2197;0.314502;0.040921;0.124766;-0.939971;37.978;-167.947;-170.849
2.62;0.556928;0.662734;1.59635;-2.31907;-1.89568;0.12551;2.99791;1.11592;-1.54564;-0.45774;1.96056;9.44933;0.605517;-0.0209396;-0.297742;0.675085;78.4865;0.321713;0.0409523;0.120444;-0.938091;38.7855;-168.485;-170.931
2.64;0.510768;0.624518;1.59877;-2.29698;-1.92556;0.11632;2.99957;1.09247;-1.44153;-0.461076;1.86657;9.42589;0.57639;-0.017392;-0.284194;0.64288;78.7687;0.328624;0.0410452;0.115834;-0.93627;39.5541;-169.051;-171.028
2.66;0.465045;0.585725;1.60101;-2.2754;-1.95333;0.107076;3.00073;1.06453;-1.33491;-0.4631;1.76908;9.40407;0.545962;-0.0133679;-0.269795;0.609133;79.0672;0.335218;0.0411869;0.110947;-0.934517;40.282;-169.645;-171.142
2.68;0.419748;0.546399;1.60306;-2.25442;-1.97894;0.0978041;3.00136;1.03239;-1.22603;-0.463871;1.66858;9.38403;0.514313;-0.00884021;-0.254592;0.573945;79.3821;0.341476;0.0413655;0.105797;-0.932839;40.9676;-170.263;-171.273
2.7;0.374864;0.506582;1.60492;-2.23413;-2.00235;0.088529;3.00143;0.996384;-1.11517;-0.463444;1.56562;9.36592;0.481522;-0.00379335;-0.238636;0.537424;79.7136;0.347382;0.0415705;0.100398;-0.931244;41.6094;-170.903;-171.422
2.72;0.330378;0.46632;1.6066;-2.21459;-2.02353;0.0792739;3.0009;0.956813;-1.00259;-0.461878;1.46083;9.34986;0.447667;0.00177623;-0.221982;0.499684;80.0613;0.352922;0.0417923;0.0947636;-0.92974;42.2059;-171.564;-171.588
2.74;0.286275;0.425656;1.60809;-2.19588;-2.04245;0.0700611;2.99973;0.91399;-0.888547;-0.459229;1.35491;9.33599;0.412823;0.00786032;-0.20469;0.46085;80.425;0.358081;0.0420227;0.0889112;-0.928335;42.7562;-172.242;-171.772
2.76;0.242537;0.384637;1.6094;-2.17805;-2.05907;0.0609116;2.9979;0.868226;-0.773305;-0.455554;1.24874;9.32442;0.377064;0.0144391;-0.186824;0.421057;80.8037;0.362844;0.0422544;0.082858;-0.927034;43.2591;-172.937;-171.974
2.78;0.199146;0.343309;1.61053;-2.16117;-2.07337;0.0518454;2.99536;0.819833;-0.657127;-0.45091;1.14336;9.31524;0.340462;0.0214815;-0.168451;0.380462;81.1967;0.3672;0.0424815;0.0766224;-0.925844;43.7138;-173.645;-172.192
2.8;0.156084;0.301718;1.61147;-2.14527;-2.08535;0.0428812;2.99211;0.769123;-0.540279;-0.445355;1.04009;9.30852;0.303086;0.028946;-0.149642;0.339252;81.6026;0.371138;0.0426989;0.070224;-0.92477;44.1196;-174.365;-172.425
2.82;0.113328;0.25991;1.61224;-2.13042;-2.09498;0.0340369;2.98811;0.716406;-0.423021;-0.438946;0.940669;9.30432;0.265006;0.0367813;-0.130472;0.297664;82.0202;0.374647;0.0429028;0.0636835;-0.923819;44.4757;-175.094;-172.673
2.84;0.0708599;0.217934;1.61284;-2.11663;-2.10227;0.0253287;2.98334;0.661994;-0.305618;-0.431739;0.847371;9.30269;0.226292;0.0449272;-0.111017;0.25603;82.4479;0.377719;0.0430904;0.0570224;-0.922994;44.7817;-175.83;-172.933
2.86;0.028656;0.175835;1.61326;-2.10394;-2.10721;0.0167722;2.97778;0.606199;-0.188333;-0.423792;0.763247;9.30362;0.187013;0.0533161;-0.0913554;0.214854;82.8839;0.380346;0.0432596;0.0502631;-0.9223;45.0373;-176.571;-173.205
2.88;-0.0133054;0.133661;1.61351;-2.09239;-2.1098;0.00838161;2.97144;0.549331;-0.0714279;-0.415162;0.692262;9.30711;0.147241;0.0618743;-0.0715684;0.175016;83.3264;0.382523;0.0434093;0.0434288;-0.921739;45.2422;-177.315;-173.486
2.9;-0.0550472;0.0914587;1.61359;-2.08198;-2.11007;0.000169931;2.96429;0.491703;0.0448331;-0.405906;0.639173;9.31313;0.107051;0.0705233;-0.0517369;0.138239;83.7733;0.384245;0.0435391;0.0365434;-0.921316;45.3962;-178.059;-173.775
2.92;-0.0965922;0.049274;1.61352;-2.07272;-2.10802;-0.00785084;2.95635;0.433625;0.160187;-0.396081;0.608746;9.32162;0.0665188;0.0791818;-0.0319428;0.108235;84.2227;0.385509;0.043649;0.0296312;-0.921031;45.4992;-178.801;-174.069
2.94;-0.137964;0.00715331;1.61328;-2.06463;-2.10367;-0.0156699;2.94761;0.37541;0.274371;-0.385744;0.604161;9.33249;0.025728;0.0877671;-0.0122676;0.0922794;84.6724;0.386314;0.0437396;0.022717;-0.920886;45.5514;-179.539;-174.366
2.96;-0.179185;-0.0348577;1.61289;-2.05771;-2.09705;-0.0232776;2.93808;0.317367;0.387122;-0.374953;0.62544;9.34564;-0.015234;0.096197;0.00720798;0.0976622;85.1201;0.386659;0.0438118;0.0158258;-0.920881;45.5528;179.729;-174.665
2.98;-0.22028;-0.0767139;1.61235;-2.05193;-2.0882;-0.0306654;2.92779;0.25981;0.498177;-0.363764;0.669332;9.36095;-0.0562735;0.104392;0.0264047;0.121497;85.5639;0.386547;0.0438665;0.00898269;-0.921018;45.5037;179.005;-174.963
3;-0.26127;-0.118371;1.61167;-2.04731;-2.07714;-0.0378259;2.91675;0.203048;0.607273;-0.352235;0.730806;9.37827;-0.0972897;0.112275;0.0452454;0.1553;86.0015;0.385981;0.0439046;0.00221273;-0.921295;45.4046;178.291;-175.257
3.02;-0.30218;-0.159785;1.61084;-2.04381;-2.06392;-0.0447529;2.90498;0.147394;0.714146;-0.340422;0.804746;9.39742;-0.138174;0.119776;0.0636551;0.193624;86.4309;0.384966;0.043927;-0.0044592;-0.92171;45.2557;177.591;-175.547
3.04;-0.34303;-0.200914;1.60988;-2.0414;-2.04859;-0.0514412;2.89252;0.093159;0.818534;-0.328382;0.886855;9.41823;-0.178811;0.126832;0.0815621;0.233906;86.8502;0.383507;0.0439342;-0.0110085;-0.922263;45.0578;176.904;-175.829
3.06;-0.383843;-0.241715;1.60878;-2.04007;-2.0312;-0.057887;2.87941;0.0406543;0.920173;-0.316174;0.973826;9.44048;-0.219075;0.133387;0.0988979;0.274894;87.2575;0.381614;0.0439259;-0.0174111;-0.92295;44.8116;176.235;-176.103
3.08;-0.424639;-0.282148;1.60756;-2.03976;-2.0118;-0.0640875;2.86567;-0.00980874;1.0188;-0.303853;1.06319;9.46396;-0.258834;0.139396;0.115598;0.315894;87.6514;0.379296;0.0439016;-0.0236435;-0.923767;44.5178;175.585;-176.366
3.1;-0.46544;-0.322174;1.60622;-2.04044;-1.99047;-0.0700408;2.85136;-0.0579187;1.11415;-0.291478;1.1531;9.48844;-0.297948;0.144823;0.1316;0.356462;88.0302;0.376563;0.0438598;-0.0296827;-0.924713;44.1775;174.956;-176.618
3.12;-0.506263;-0.361754;1.60476;-2.04206;-1.96726;-0.0757466;2.83652;-0.103364;1.20597;-0.279104;1.24215;9.51367;-0.336268;0.149643;0.146849;0.396275;88.3929;0.373429;0.0437979;-0.0355068;-0.925781;43.7917;174.35;-176.856
3.14;-0.547128;-0.400852;1.60319;-2.04456;-1.94225;-0.0812054;2.8212;-0.145834;1.29398;-0.26679;1.32922;9.5394;-0.373638;0.153844;0.161292;0.435072;88.7385;0.369906;0.0437126;-0.0410943;-0.926967;43.3618;173.77;-177.08
3.16;-0.588051;-0.439433;1.60152;-2.04787;-1.91553;-0.086419;2.80544;-0.185016;1.37793;-0.254592;1.41341;9.56536;-0.409895;0.157424;0.174878;0.47263;89.0663;0.366011;0.0435991;-0.046425;-0.928266;42.8893;173.217;-177.289
3.18;-0.629048;-0.477463;1.59974;-2.05194;-1.88717;-0.0913902;2.7893;-0.2206;1.45755;-0.242567;1.49398;9.59131;-0.444872;0.160395;0.187564;0.508741;89.3761;0.36176;0.0434515;-0.0514794;-0.929672;42.3756;172.695;-177.484
3.2;-0.670133;-0.514909;1.59786;-2.05667;-1.85726;-0.0961231;2.77282;-0.252321;1.53263;-0.230766;1.57031;9.61698;-0.478416;0.162777;0.199317;0.543237;89.6677;0.35717;0.0432638;-0.0562419;-0.931178;41.8228;172.204;-177.664
3.22;-0.711319;-0.551743;1.5959;-2.062;-1.82589;-0.100622;2.75606;-0.280187;1.60316;-0.219201;1.64216;9.64223;-0.510498;0.164592;0.210158;0.576078;89.9411;0.35226;0.0430374;-0.0607135;-0.932777;41.2324;171.745;-177.828
3.24;-0.752617;-0.587936;1.59384;-2.06785;-1.79316;-0.104893;2.73906;-0.304299;1.66926;-0.207869;1.70946;9.66692;-0.54113;0.165862;0.220124;0.607278;90.1965;0.347047;0.0427758;-0.0649015;-0.93446;40.6064;171.316;-177.978
3.26;-0.794036;-0.623461;1.5917;-2.07415;-1.75915;-0.108939;2.72187;-0.324761;1.73101;-0.196769;1.77217;9.69097;-0.57032;0.166616;0.229254;0.636854;90.434;0.341546;0.0424815;-0.0688131;-0.936218;39.9465;170.917;-178.112
3.28;-0.835585;-0.658294;1.58948;-2.08082;-1.72395;-0.112765;2.70454;-0.341675;1.78852;-0.185898;1.83033;9.71428;-0.598077;0.166886;0.237583;0.664825;90.6541;0.335772;0.0421567;-0.0724561;-0.938045;39.2544;170.547;-178.233
3.3;-0.877271;-0.692411;1.58719;-2.08779;-1.68764;-0.116376;2.68711;-0.355145;1.84187;-0.175255;1.88397;9.73678;-0.624408;0.166705;0.245147;0.691212;90.8571;0.329742;0.0418026;-0.0758382;-0.93993;38.5318;170.204;-178.34
3.32;-0.919098;-0.725792;1.58483;-2.095;-1.6503;-0.119777;2.66962;-0.365272;1.89117;-0.164839;1.93317;9.75842;-0.649321;0.16611;0.25198;0.716034;91.0437;0.323469;0.04142;-0.078967;-0.941868;37.7804;169.889;-178.433
3.34;-0.961072;-0.758417;1.5824;-2.10238;-1.61202;-0.122971;2.65212;-0.37216;1.93652;-0.154646;1.97801;9.77915;-0.672823;0.165138;0.258115;0.739313;91.2145;0.316967;0.0410094;-0.0818506;-0.943848;37.0018;169.601;-178.514
3.36;-1.00319;-0.790267;1.57991;-2.10987;-1.57286;-0.125964;2.63464;-0.375911;1.97799;-0.144675;2.01859;9.79892;-0.69492;0.163828;0.263583;0.761071;91.3702;0.31025;0.0405706;-0.0844968;-0.945863;36.1977;169.338;-178.583
3.38;-1.04547;-0.821326;1.57737;-2.1174;-1.53292;-0.12876;2.61721;-0.376629;2.01571;-0.134925;2.05502;9.81772;-0.715622;0.162219;0.268416;0.78133;91.5117;0.30333;0.040103;-0.0869137;-0.947906;35.3697;169.1;-178.641
3.4;-1.08789;-0.851579;1.57476;-2.12491;-1.49226;-0.131363;2.59988;-0.374415;2.04975;-0.125393;2.08743;9.83552;-0.734938;0.16035;0.272641;0.800112;91.6398;0.296221;0.0396061;-0.0891092;-0.94997;34.5195;168.886;-178.69
3.42;-1.13046;-0.881012;1.57211;-2.13236;-1.45095;-0.133777;2.58266;-0.369373;2.08022;-0.116077;2.11594;9.85232;-0.75288;0.15826;0.276289;0.817441;91.7555;0.288935;0.0390785;-0.0910914;-0.952045;33.6487;168.695;-178.729
3.44;-1.17318;-0.909614;1.56941;-2.13967;-1.40907;-0.136007;2.56558;-0.361604;2.10721;-0.106976;2.14068;9.86811;-0.769463;0.155987;0.279386;0.833344;91.8596;0.281484;0.0385191;-0.0928681;-0.954126;32.7588;168.527;-178.76
3.46;-1.21605;-0.937372;1.56667;-2.1468;-1.36669;-0.138057;2.54866;-0.351213;2.13082;-0.0980874;2.1618;9.88291;-0.784702;0.153568;0.28196;0.847846;91.9533;0.273881;0.0379263;-0.0944473;-0.956205;31.8515;168.381;-178.785
3.48;-1.25905;-0.964278;1.56389;-2.1537;-1.32386;-0.139932;2.53192;-0.338302;2.15114;-0.0894094;2.17942;9.89673;-0.798618;0.15104;0.284034;0.860975;92.0374;0.266136;0.0372987;-0.0958369;-0.958276;30.9283;168.256;-178.803
3.5;-1.3022;-0.990324;1.56108;-2.16032;-1.28066;-0.141635;2.51538;-0.322973;2.16828;-0.0809401;2.1937;9.90957;-0.811231;0.148438;0.285636;0.872764;92.1131;0.258263;0.0366343;-0.0970447;-0.960333;29.9907;168.152;-178.816
3.52;-1.34547;-1.0155;1.55823;-2.16661;-1.23715;-0.143171;2.49905;-0.30533;2.18233;-0.0726777;2.20478;9.92147;-0.822567;0.145794;0.286788;0.883244;92.1814;0.250271;0.0359316;-0.0980785;-0.962368;29.0403;168.067;-178.826
3.54;-1.38886;-1.03981;1.55535;-2.17252;-1.19339;-0.144544;2.48292;-0.285474;2.19337;-0.0646202;2.21282;9.93245;-0.832656;0.143141;0.287515;0.892452;92.2432;0.242173;0.0351886;-0.0989459;-0.964376;28.0785;168.001;-178.833
3.56;-1.43236;-1.06324;1.55245;-2.17801;-1.14944;-0.145757;2.46702;-0.26351;2.20152;-0.0567657;2.21796;9.94255;-0.841528;0.140509;0.287838;0.900424;92.2997;0.233978;0.0344038;-0.0996546;-0.966353;27.1068;167.954;-178.838
3.58;-1.47597;-1.08579;1.54952;-2.18305;-1.10535;-0.146816;2.45133;-0.239538;2.20687;-0.0491124;2.22037;9.9518;-0.84922;0.137926;0.287782;0.907203;92.3517;0.225699;0.0335753;-0.100212;-0.968291;26.1266;167.923;-178.842
3.6;-1.51968;-1.10745;1.54658;-2.18758;-1.06118;-0.147723;2.43586;-0.213663;2.2095;-0.0416582;2.2202;9.96023;-0.855769;0.135418;0.287367;0.91283;92.4003;0.217344;0.0327016;-0.100626;-0.970188;25.1393;167.909;-178.846
3.62;-1.56347;-1.12823;1.54361;-2.19158;-1.01699;-0.148483;2.42061;-0.185987;2.20953;-0.0344013;2.21761;9.96789;-0.861217;0.13301;0.286616;0.917352;92.4465;0.208925;0.0317812;-0.100903;-0.972037;24.1461;167.91;-178.851
3.64;-1.60734;-1.14813;1.54064;-2.19501;-0.972817;-0.1491;2.40555;-0.156613;2.20704;-0.0273398;2.21276;9.97482;-0.86561;0.130723;0.285548;0.920819;92.491;0.200451;0.0308128;-0.10105;-0.973836;23.1483;167.926;-178.858
3.66;-1.65127;-1.16715;1.53765;-2.19783;-0.928721;-0.149578;2.39068;-0.125643;2.20213;-0.0204717;2.20581;9.98106;-0.868995;0.128578;0.284186;0.92328;92.5348;0.191932;0.0297952;-0.101076;-0.97558;22.1472;167.957;-178.868
3.68;-1.69525;-1.18528;1.53466;-2.20002;-0.884747;-0.14992;2.376;-0.0931798;2.1949;-0.0137953;2.19692;9.98665;-0.871422;0.126592;0.282549;0.924789;92.5787;0.183377;0.0287274;-0.100986;-0.977265;21.1438;168;-178.881
3.7;-1.73927;-1.20254;1.53166;-2.20155;-0.84094;-0.150131;2.36147;-0.0593268;2.18544;-0.00730841;2.18626;9.99165;-0.872944;0.12478;0.280657;0.925403;92.6235;0.174795;0.0276087;-0.100788;-0.978889;20.1393;168.055;-178.899
3.72;-1.78331;-1.21892;1.52865;-2.20239;-0.797343;-0.150214;2.34709;-0.0241865;2.17386;-0.00100931;2.17399;9.99609;-0.873617;0.123156;0.278531;0.925178;92.6697;0.166194;0.0264387;-0.100488;-0.980449;19.1347;168.122;-178.921
3.74;-1.82736;-1.23443;1.52565;-2.20251;-0.753999;-0.150173;2.33284;0.0121384;2.16024;0.00510396;2.16028;10;-0.873498;0.121731;0.276189;0.924173;92.7181;0.157583;0.025217;-0.100093;-0.981943;18.1309;168.199;-178.948
3.76;-1.8714;-1.24908;1.52265;-2.2019;-0.710947;-0.150011;2.31868;0.0495452;2.14468;0.0110333;2.14528;10.0035;-0.872644;0.120513;0.27365;0.92245;92.7692;0.148969;0.0239438;-0.0996086;-0.983367;17.1289;168.285;-178.981
3.78;-1.91543;-1.26287;1.51965;-2.20052;-0.668224;-0.149733;2.30461;0.0879312;2.12728;0.0167807;2.12917;10.0065;-0.871116;0.119508;0.270933;0.920071;92.8234;0.140358;0.0226194;-0.0990423;-0.984722;16.1293;168.381;-179.021
3.8;-1.95942;-1.27581;1.51666;-2.19837;-0.625867;-0.149341;2.2906;0.127194;2.10814;0.0223479;2.11209;10.0092;-0.868975;0.11872;0.268057;0.917097;92.8813;0.131759;0.0212444;-0.0983997;-0.986004;15.133;168.484;-179.067
3.82;-2.00336;-1.28791;1.51367;-2.19543;-0.583909;-0.14884;2.27662;0.16723;2.08735;0.027737;2.09422;10.0116;-0.866282;0.118151;0.265039;0.913592;92.9432;0.123177;0.0198198;-0.0976868;-0.987213;14.1407;168.594;-179.12
3.84;-2.04723;-1.29917;1.5107;-2.19168;-0.542383;-0.148233;2.26266;0.207936;2.065;0.0329498;2.07571;10.0136;-0.863099;0.117801;0.261898;0.909619;93.0093;0.114617;0.0183468;-0.0969096;-0.988348;13.1528;168.71;-179.179
3.86;-2.09102;-1.30961;1.50775;-2.18711;-0.501319;-0.147523;2.24867;0.249211;2.0412;0.0379882;2.05671;10.0154;-0.859488;0.117667;0.25865;0.905243;93.0799;0.106086;0.0168271;-0.0960738;-0.989409;12.1698;168.832;-179.246
3.88;-2.13471;-1.31923;1.5048;-2.18171;-0.460744;-0.146714;2.23465;0.290952;2.01604;0.0428541;2.03738;10.017;-0.85551;0.117744;0.255312;0.900525;93.155;0.0975866;0.0152627;-0.0951851;-0.990395;11.1924;168.958;-179.32
3.9;-2.17828;-1.32804;1.50188;-2.17547;-0.420686;-0.14581;2.22056;0.333055;1.98962;0.0475495;2.01786;10.0184;-0.851227;0.118026;0.251902;0.895529;93.2347;0.0891239;0.0136557;-0.0942488;-0.991305;10.2206;169.088;-179.401
3.92;-2.22172;-1.33606;1.49897;-2.16838;-0.381167;-0.144813;2.20639;0.375418;1.96203;0.0520763;1.9983;10.0197;-0.846699;0.118504;0.248434;0.890316;93.319;0.0807011;0.0120088;-0.0932704;-0.99214;9.25497;169.221;-179.488
3.94;-2.26501;-1.34329;1.49609;-2.16045;-0.342212;-0.143728;2.1921;0.417939;1.93336;0.0564363;1.97883;10.0208;-0.841986;0.119167;0.244925;0.884947;93.4078;0.0723211;0.010325;-0.092255;-0.9929;8.29558;169.357;-179.583
3.96;-2.30813;-1.34975;1.49322;-2.15167;-0.303839;-0.142557;2.17768;0.460514;1.90373;0.0606316;1.95957;10.0218;-0.837147;0.120004;0.241391;0.87948;93.5009;0.0639863;0.00860745;-0.0912078;-0.993585;7.34258;169.493;-179.684
3.98;-2.35107;-1.35545;1.49038;-2.14203;-0.266069;-0.141304;2.16311;0.50304;1.87321;0.0646639;1.94066;10.0228;-0.832238;0.121;0.237844;0.873975;93.5981;0.0556985;0.00685985;-0.0901338;-0.994195;6.39606;169.631;-179.791
4;-2.39381;-1.3604;1.48757;-2.13155;-0.228916;-0.139972;2.14837;0.545416;1.84191;0.0685352;1.92219;10.0238;-0.827317;0.122141;0.2343;0.868486;93.699;0.0474587;0.0050861;-0.0890377;-0.994732;5.456;169.769;-179.903
4.02;-2.43633;-1.36461;1.48479;-2.12022;-0.192397;-0.138564;2.13343;0.587538;1.80993;0.0722474;1.90427;10.0247;-0.822436;0.123409;0.230773;0.863068;93.8033;0.0392678;0.00329044;-0.0879243;-0.995196;4.52235;169.906;179.979
4.04;-2.47861;-1.3681;1.48203;-2.10805;-0.156523;-0.137083;2.11829;0.629303;1.77735;0.0758024;1.88699;10.0256;-0.81765;0.124786;0.227275;0.857774;93.9105;0.0311258;0.00147741;-0.0867983;-0.995587;3.59498;170.042;179.857
