Time;Pos_x;Pos_y;Pos_z;Vel_x;Vel_y;Vel_z;Vel_norm;Acc_x;Acc_y;Acc_z;Acc_norm;Thrust;Omg_x;Omg_y;Omg_z;Omg_norm;Alpha;Quat_w;Quat_x;Quat_y;Quat_z;Yaw;Pitch;Roll
6.14;-4.37946;0.259738;1.40799;0.215941;1.08797;0.0307291;1.10962;0.93535;-0.107126;0.0190133;0.941657;9.8628;-0.835463;-0.00991716;0.111168;0.842885;86.8333;0.770558;0.0280506;0.0408447;0.635204;78.9084;5.45815;1.57412
6.16;-4.37495;0.281475;1.40861;0.234739;1.08572;0.0311063;1.11125;0.944497;-0.117337;0.0187141;0.951942;9.8635;-0.842704;-0.0109754;0.112322;0.850227;86.7674;0.775869;0.0285098;0.0412415;0.628659;77.9381;5.51426;1.62263
6.18;-4.37007;0.303166;1.40923;0.253725;1.08327;0.0314781;1.11304;0.954231;-0.12765;0.0184728;0.962909;9.86433;-0.8503;-0.0121054;0.113544;0.857933;86.6987;0.781169;0.0289853;0.0416723;0.62201;76.9591;5.57371;1.67451
6.2;-4.3648;0.324805;1.40987;0.272912;1.08062;0.0318456;1.115;0.964517;-0.138074;0.0182883;0.974521;9.86529;-0.858194;-0.013311;0.114829;0.865944;86.627;0.786457;0.0294754;0.0421364;0.615255;75.971;5.6362;1.72996
6.22;-4.35915;0.346389;1.41051;0.292309;1.07775;0.03221;1.11715;0.975318;-0.148616;0.0181594;0.986743;9.86638;-0.866327;-0.0145958;0.116172;0.874203;86.552;0.791734;0.0299784;0.042633;0.60839;74.9735;5.70145;1.78914
6.24;-4.35311;0.367914;1.41116;0.311928;1.07467;0.0325723;1.1195;0.986601;-0.159282;0.0180849;0.99954;9.8676;-0.874642;-0.0159632;0.117566;0.882652;86.4735;0.796999;0.0304928;0.0431613;0.601414;73.9663;5.76918;1.85221
6.26;-4.34667;0.389374;1.41181;0.331776;1.07138;0.0329337;1.12206;0.99833;-0.17008;0.0180637;1.01288;9.86894;-0.883079;-0.0174158;0.119007;0.891232;86.3915;0.80225;0.0310169;0.0437207;0.594323;72.9492;5.8391;1.91931
6.28;-4.33984;0.410767;1.41247;0.351864;1.06787;0.0332952;1.12484;1.01047;-0.181017;0.0180947;1.02672;9.87041;-0.891577;-0.0189563;0.120489;0.899881;86.3057;0.807485;0.0315493;0.0443103;0.587118;71.9221;5.91092;1.99057
6.3;-4.3326;0.432088;1.41314;0.372198;1.06414;0.0336579;1.12785;1.02299;-0.192101;0.0181766;1.04103;9.87199;-0.900077;-0.0205865;0.122006;0.908541;86.216;0.812704;0.0320886;0.0449291;0.579795;70.8849;5.98434;2.06608
6.32;-4.32495;0.453331;1.41382;0.392785;1.06018;0.0340226;1.13112;1.03584;-0.203338;0.0183083;1.05577;9.87369;-0.908518;-0.0223082;0.123553;0.917152;86.1222;0.817902;0.0326334;0.0455764;0.572356;69.8377;6.05908;2.14593
6.34;-4.31688;0.474494;1.4145;0.413633;1.056;0.0343905;1.13464;1.049;-0.214737;0.0184887;1.07092;9.8755;-0.916842;-0.0241223;0.125123;0.925655;86.0244;0.823079;0.0331824;0.046251;0.5648;68.7804;6.13485;2.23018
6.36;-4.3084;0.49557;1.4152;0.434747;1.05159;0.0347625;1.13845;1.06244;-0.226304;0.0187167;1.08643;9.87743;-0.924989;-0.0260298;0.126713;0.933991;85.9225;0.82823;0.0337344;0.0469521;0.557127;67.7134;6.21135;2.31888
6.38;-4.29949;0.516556;1.41589;0.456132;1.04695;0.0351395;1.14254;1.0761;-0.238046;0.018991;1.10228;9.87946;-0.932902;-0.0280307;0.128315;0.942102;85.8163;0.833352;0.0342881;0.0476785;0.549339;66.6367;6.28832;2.41204
6.4;-4.29015;0.537446;1.4166;0.477793;1.04207;0.0355224;1.14693;1.08997;-0.249971;0.0193105;1.11843;9.88159;-0.940525;-0.0301249;0.129925;0.949934;85.7059;0.838442;0.0348425;0.0484291;0.541437;65.5506;6.36545;2.50968
6.42;-4.28038;0.558237;1.41731;0.499732;1.03695;0.0359122;1.15164;1.104;-0.262086;0.0196741;1.13485;9.88382;-0.947804;-0.0323117;0.131538;0.957433;85.5913;0.843495;0.0353967;0.0492028;0.533424;64.4556;6.44249;2.61176
6.44;-4.27016;0.578923;1.41804;0.521954;1.03158;0.0363097;1.15669;1.11816;-0.274398;0.0200806;1.15151;9.88615;-0.954687;-0.0345897;0.133149;0.964547;85.4726;0.848507;0.0359496;0.0499984;0.525301;63.352;6.51917;2.71824
6.46;-4.2595;0.599499;1.41877;0.544459;1.02597;0.0367157;1.16207;1.13241;-0.286915;0.0205288;1.16838;9.88857;-0.961126;-0.0369575;0.134752;0.971229;85.3497;0.853475;0.0365006;0.0508145;0.517073;62.2402;6.59524;2.82906
6.48;-4.24838;0.61996;1.41951;0.567251;1.02011;0.0371311;1.16781;1.14673;-0.299644;0.0210177;1.18542;9.89108;-0.967075;-0.0394126;0.136344;0.977434;85.2227;0.858393;0.0370488;0.05165;0.508742;61.1209;6.67044;2.94413
6.5;-4.23681;0.640301;1.42025;0.590329;1.01398;0.0375567;1.17391;1.16107;-0.312592;0.021546;1.2026;9.89368;-0.972492;-0.0419526;0.13792;0.983119;85.0918;0.863258;0.0375936;0.0525035;0.500313;59.9945;6.74454;3.06333
6.52;-4.22477;0.660517;1.42101;0.613693;1.0076;0.0379932;1.18039;1.17539;-0.325766;0.0221126;1.2199;9.89635;-0.977339;-0.0445742;0.139475;0.988247;84.9571;0.868065;0.0381346;0.0533735;0.491792;58.8617;6.81732;3.18653
6.54;-4.21226;0.680603;1.42177;0.637344;1.00095;0.0384414;1.18726;1.18967;-0.339174;0.0227163;1.23728;9.8991;-0.981583;-0.0472738;0.141007;0.992786;84.8187;0.872808;0.0386712;0.0542586;0.483182;57.7231;6.88858;3.31357
6.56;-4.19927;0.700554;1.42255;0.661279;0.994033;0.0389021;1.19453;1.20387;-0.352822;0.023356;1.25472;9.90192;-0.985195;-0.0500474;0.142511;0.996706;84.6768;0.877484;0.0392032;0.0551573;0.474489;56.5796;6.95812;3.44428
6.58;-4.1858;0.720363;1.42333;0.685498;0.986838;0.0393759;1.20221;1.21795;-0.366719;0.0240306;1.27219;9.90481;-0.98815;-0.0528904;0.143984;0.999985;84.5315;0.882089;0.0397303;0.0560681;0.46572;55.4317;7.02577;3.57845
6.6;-4.17185;0.740025;1.42412;0.709997;0.979363;0.0398635;1.2103;1.23188;-0.380871;0.0247388;1.28965;9.90775;-0.990429;-0.055798;0.145424;1.0026;84.3832;0.886617;0.0402524;0.0569894;0.45688;54.2803;7.09137;3.71588
6.62;-4.1574;0.759535;1.42492;0.734772;0.971601;0.0403657;1.21882;1.24562;-0.395285;0.0254796;1.30709;9.91076;-0.992018;-0.0587647;0.146827;1.00455;84.2319;0.891066;0.0407695;0.0579196;0.447977;53.1261;7.15478;3.85633
6.64;-4.14246;0.778887;1.42574;0.75982;0.963549;0.0408829;1.22777;1.25914;-0.40997;0.0262518;1.32446;9.91381;-0.992908;-0.061785;0.148192;1.00581;84.078;0.89543;0.0412817;0.058857;0.439016;51.97;7.2159;3.99955
6.66;-4.12701;0.798075;1.42656;0.785136;0.955201;0.041416;1.23716;1.27241;-0.424931;0.0270541;1.34176;9.91691;-0.993095;-0.0648526;0.149517;1.00638;83.9216;0.899706;0.0417892;0.0598;0.430005;50.8127;7.27461;4.14527
6.68;-4.11105;0.817093;1.42739;0.810714;0.94655;0.0419653;1.24699;1.28537;-0.440177;0.0278856;1.35894;9.92005;-0.992582;-0.0679614;0.150801;1.00627;83.7632;0.903892;0.0422923;0.0607469;0.42095;49.6551;7.33084;4.29322
6.7;-4.09458;0.835935;1.42824;0.836549;0.937592;0.0425316;1.25726;1.29802;-0.455714;0.028745;1.37599;9.92322;-0.991374;-0.0711046;0.152042;1.00548;83.6028;0.907982;0.0427914;0.0616958;0.41186;48.498;7.38455;4.44311
6.72;-4.07759;0.854595;1.42909;0.862632;0.92832;0.0431153;1.26798;1.31029;-0.471551;0.0296311;1.39288;9.92642;-0.989484;-0.0742753;0.153241;1.00403;83.4409;0.911976;0.0432869;0.0626452;0.40274;47.3422;7.43568;4.59463
6.74;-4.06007;0.873066;1.42996;0.888958;0.918728;0.043717;1.27915;1.32217;-0.487693;0.0305428;1.40958;9.92965;-0.986927;-0.0774664;0.154396;1.00193;83.2778;0.915869;0.0437795;0.0635931;0.393599;46.1884;7.48424;4.74748
6.76;-4.04203;0.891342;1.43084;0.915517;0.90881;0.0443372;1.29076;1.33362;-0.504149;0.031479;1.42608;9.93289;-0.983726;-0.0806705;0.155509;0.999203;83.1136;0.919661;0.0442697;0.0645378;0.384444;45.0374;7.53022;4.90134
6.78;-4.02345;0.909416;1.43174;0.9423;0.89856;0.0449763;1.30283;1.3446;-0.520926;0.0324385;1.44235;9.93615;-0.979904;-0.0838802;0.156579;0.995873;82.9488;0.923348;0.0447585;0.0654776;0.37528;43.89;7.57366;5.05589
6.8;-4.00433;0.927282;1.43264;0.969297;0.887971;0.0456348;1.31534;1.35507;-0.53803;0.0334202;1.45836;9.93941;-0.97549;-0.0870878;0.157608;0.991971;82.7837;0.92693;0.0452465;0.0664105;0.366116;42.7469;7.6146;5.21081
6.82;-3.98467;0.944933;1.43356;0.996499;0.877036;0.0463132;1.32829;1.36501;-0.55547;0.0344228;1.4741;9.94267;-0.970518;-0.0902857;0.158597;0.987527;82.6184;0.930405;0.0457347;0.0673347;0.356958;41.6087;7.65312;5.36578
6.84;-3.96447;0.962361;1.43449;1.02389;0.86575;0.0470119;1.34167;1.37437;-0.573252;0.0354453;1.48955;9.94592;-0.965021;-0.093466;0.159548;0.982577;82.4535;0.933772;0.046224;0.0682485;0.347812;40.476;7.68931;5.52047
6.86;-3.94372;0.97956;1.43544;1.05147;0.854104;0.0477312;1.35549;1.38312;-0.591384;0.0364865;1.50469;9.94917;-0.959039;-0.0966208;0.160463;0.977158;82.2891;0.937031;0.0467155;0.06915;0.338684;39.3496;7.72326;5.67455
6.88;-3.92241;0.996523;1.4364;1.07921;0.842092;0.0484715;1.36973;1.39123;-0.609872;0.0375452;1.5195;9.95239;-0.95261;-0.0997425;0.161344;0.971312;82.1256;0.940181;0.0472104;0.0700374;0.32958;38.2299;7.75509;5.82772
6.9;-3.90055;1.01324;1.43738;1.10711;0.829706;0.0492331;1.38439;1.39866;-0.628725;0.0386204;1.53396;9.95559;-0.945778;-0.102823;0.162194;0.965078;81.9633;0.943223;0.0477096;0.0709088;0.320505;37.1173;7.78496;5.97964
6.92;-3.87813;1.02971;1.43837;1.13516;0.81694;0.0500164;1.39945;1.40537;-0.64795;0.0397107;1.54806;9.95877;-0.938584;-0.105855;0.163016;0.958499;81.8025;0.946157;0.0482145;0.0717624;0.311464;36.0125;7.81301;6.13002
6.94;-3.85514;1.04592;1.43938;1.16332;0.803786;0.0508216;1.41491;1.41133;-0.667553;0.0408151;1.56178;9.96191;-0.931075;-0.10883;0.163813;0.951619;81.6434;0.948984;0.0487263;0.0725964;0.302462;34.9157;7.83941;6.27854
6.96;-3.83159;1.06186;1.44041;1.1916;0.790236;0.0516491;1.43075;1.41651;-0.687542;0.0419325;1.57511;9.96501;-0.923293;-0.11174;0.164589;0.944482;81.4864;0.951703;0.0492463;0.0734089;0.293504;33.8274;7.86433;6.42491
6.98;-3.80748;1.07752;1.44145;1.21998;0.776282;0.052499;1.44697;1.42087;-0.707924;0.0430616;1.58804;9.96806;-0.915285;-0.114579;0.165347;0.937131;81.3317;0.954318;0.0497757;0.0741982;0.284592;32.7477;7.88798;6.56883
7;-3.78279;1.09291;1.44251;1.24843;0.761916;0.0533716;1.46354;1.42437;-0.728706;0.0442014;1.60056;9.97107;-0.907096;-0.117338;0.166091;0.929611;81.1795;0.956828;0.050316;0.0749624;0.27573;31.6771;7.91055;6.71003
7.02;-3.75754;1.108;1.44358;1.27695;0.747131;0.0542671;1.48045;1.42698;-0.749897;0.0453506;1.61266;9.97402;-0.898769;-0.12001;0.166826;0.921965;81.0302;0.959236;0.0508685;0.0756996;0.266921;30.6155;7.93225;6.84822
7.04;-3.73171;1.12279;1.44468;1.30551;0.731917;0.0551857;1.4977;1.42866;-0.771502;0.0465081;1.62433;9.97692;-0.89035;-0.122588;0.167556;0.914235;80.884;0.961542;0.0514346;0.0764082;0.258168;29.5633;7.95331;6.98315
7.06;-3.70532;1.13727;1.44579;1.33409;0.716268;0.0561275;1.51525;1.42939;-0.79353;0.0476728;1.63558;9.97975;-0.881881;-0.125065;0.168285;0.906464;80.7412;0.96375;0.0520158;0.0770862;0.249472;28.5205;7.97395;7.11455
7.08;-3.67835;1.15144;1.44692;1.36267;0.700173;0.0570926;1.5331;1.42911;-0.815987;0.0488435;1.64639;9.98252;-0.873405;-0.127434;0.169019;0.89869;80.6018;0.96586;0.0526136;0.0777319;0.240834;27.487;7.99441;7.24219
7.1;-3.65081;1.16527;1.44807;1.39125;0.683625;0.0580813;1.55122;1.42781;-0.838881;0.050019;1.65676;9.98522;-0.864963;-0.129687;0.16976;0.890954;80.4663;0.967876;0.0532293;0.0783436;0.232257;26.463;8.01493;7.36581
7.12;-3.6227;1.17878;1.44925;1.41978;0.666615;0.0590934;1.5696;1.42544;-0.862219;0.0511983;1.66671;9.98785;-0.856594;-0.131819;0.170516;0.883292;80.3348;0.969798;0.0538646;0.0789193;0.22374;25.4483;8.03576;7.4852
7.14;-3.59402;1.19194;1.45044;1.44826;0.649134;0.0601292;1.58822;1.42196;-0.886008;0.0523801;1.67623;9.99041;-0.848336;-0.133823;0.17129;0.875742;80.2074;0.97163;0.0545208;0.0794572;0.215284;24.4429;8.05714;7.60013
7.16;-3.56477;1.20474;1.45165;1.47665;0.631172;0.0611886;1.60705;1.41735;-0.910256;0.0535633;1.68533;9.99289;-0.840227;-0.135693;0.172088;0.868337;80.0845;0.973373;0.0551995;0.0799558;0.206889;23.4466;8.07934;7.7104
7.18;-3.53495;1.21718;1.45289;1.50494;0.61272;0.0622717;1.62609;1.41157;-0.93497;0.0547467;1.69402;9.9953;-0.832302;-0.137422;0.172915;0.86111;79.9661;0.97503;0.0559023;0.080413;0.198554;22.4592;8.10261;7.8158
7.2;-3.50457;1.22925;1.45414;1.53311;0.59377;0.0633785;1.64529;1.40458;-0.960156;0.0559293;1.70232;9.99763;-0.824594;-0.139005;0.173777;0.854093;79.8525;0.976602;0.0566307;0.0808271;0.190278;21.4804;8.12721;7.91614
7.22;-3.47363;1.24093;1.45542;1.56112;0.574311;0.0645089;1.66466;1.39635;-0.985823;0.0571097;1.71023;9.99988;-0.817135;-0.140435;0.174678;0.847316;79.7438;0.978093;0.0573862;0.0811965;0.18206;20.5101;8.15341;8.01125
7.24;-3.44213;1.25221;1.45672;1.58895;0.554334;0.0656629;1.68415;1.38684;-1.01198;0.058287;1.71779;10.0021;-0.809957;-0.141708;0.175625;0.840807;79.6401;0.979504;0.0581704;0.0815191;0.173897;19.5479;8.18148;8.10094
7.26;-3.41007;1.2631;1.45805;1.61658;0.533828;0.0668403;1.70375;1.37602;-1.03863;0.0594598;1.72502;10.0042;-0.803088;-0.142819;0.176623;0.834592;79.5417;0.980838;0.0589849;0.0817934;0.165789;18.5934;8.21169;8.18506
7.28;-3.37747;1.27356;1.4594;1.64398;0.512785;0.0680412;1.72344;1.36384;-1.06578;0.0606272;1.73194;10.0062;-0.796557;-0.143762;0.177677;0.828698;79.4487;0.982096;0.0598312;0.0820175;0.157733;17.6464;8.24432;8.26345
7.3;-3.34432;1.2836;1.46077;1.67113;0.491194;0.0692654;1.7432;1.35029;-1.09344;0.0617879;1.73859;10.0082;-0.79039;-0.144533;0.178794;0.823149;79.3611;0.98328;0.060711;0.0821896;0.149725;16.7063;8.27964;8.33597
7.32;-3.31063;1.29321;1.46217;1.69798;0.469044;0.0705127;1.76299;1.33532;-1.12162;0.0629407;1.74501;10.0101;-0.784613;-0.145127;0.179979;0.817968;79.2792;0.984392;0.0616259;0.0823079;0.141764;15.7727;8.31793;8.40248
7.34;-3.2764;1.30236;1.46359;1.72453;0.446326;0.071783;1.7828;1.31889;-1.15032;0.0640846;1.75123;10.0119;-0.779249;-0.14554;0.181239;0.813178;79.2029;0.985435;0.0625776;0.0823708;0.133846;14.8452;8.35947;8.46286
7.36;-3.24165;1.31106;1.46504;1.75073;0.423028;0.073076;1.8026;1.30097;-1.17955;0.0652183;1.75731;10.0137;-0.774322;-0.145769;0.182578;0.8088;79.1325;0.98641;0.0635676;0.0823764;0.125967;13.9233;8.40455;8.51699
7.38;-3.20637;1.31928;1.46651;1.77656;0.39914;0.0743916;1.82236;1.28153;-1.20932;0.0663407;1.76329;10.0155;-0.769854;-0.14581;0.184004;0.804856;79.068;0.987317;0.0645976;0.082323;0.118123;13.0065;8.45346;8.56477
7.4;-3.17059;1.32702;1.46801;1.80198;0.374651;0.0757295;1.84207;1.26053;-1.23964;0.0674507;1.76924;10.0172;-0.765866;-0.14566;0.185523;0.801366;79.0095;0.988159;0.0656694;0.0822089;0.11031;12.0941;8.5065;8.60611
7.42;-3.1343;1.33426;1.46954;1.82697;0.349551;0.0770896;1.8617;1.23794;-1.27051;0.0685471;1.77521;10.0189;-0.76238;-0.145316;0.18714;0.79835;78.9571;0.988937;0.0667845;0.0820323;0.102525;11.1857;8.56395;8.64093
7.44;-3.09751;1.341;1.4711;1.85149;0.323827;0.0784713;1.88123;1.21372;-1.30194;0.0696288;1.78129;10.0206;-0.759416;-0.144777;0.188863;0.795828;78.9107;0.989652;0.0679449;0.0817916;0.0947624;10.2806;8.62613;8.66915
7.46;-3.06024;1.34721;1.47268;1.87551;0.29747;0.0798746;1.90063;1.18783;-1.33393;0.0706945;1.78754;10.0223;-0.756992;-0.14404;0.190698;0.79382;78.8705;0.990305;0.0691521;0.0814851;0.0870174;9.37823;8.69333;8.69073
7.48;-3.02249;1.35289;1.47429;1.89899;0.270466;0.081299;1.91988;1.16024;-1.3665;0.0717432;1.79406;10.024;-0.755129;-0.143104;0.192651;0.792347;78.8365;0.990896;0.0704081;0.0811112;0.0792852;8.47791;8.76587;8.70562
7.5;-2.98428;1.35803;1.47593;1.9219;0.242806;0.0827442;1.93895;1.13092;-1.39966;0.0727737;1.80092;10.0257;-0.753846;-0.141969;0.194729;0.791428;78.8087;0.991427;0.0717146;0.0806683;0.0715604;7.57897;8.84407;8.7138
7.52;-2.94562;1.3626;1.4776;1.94421;0.214476;0.0842098;1.95782;1.09983;-1.4334;0.0737848;1.80823;10.0275;-0.75316;-0.140634;0.19694;0.791084;78.787;0.991896;0.0730734;0.0801548;0.0638378;6.68073;8.92824;8.71526
7.54;-2.90652;1.3666;1.4793;1.96589;0.185466;0.0856955;1.97647;1.06693;-1.46774;0.0747753;1.81609;10.0294;-0.753091;-0.1391;0.199289;0.791335;78.7715;0.992305;0.0744864;0.0795692;0.0561115;5.78247;9.01872;8.71001
7.56;-2.86699;1.37001;1.48103;1.98688;0.155763;0.0872007;1.99488;1.03225;-1.50263;0.0757404;1.82461;10.0313;-0.753641;-0.137378;0.201779;0.792188;78.7618;0.992654;0.0759535;0.0789132;0.0483759;4.88345;9.11562;8.69845
7.58;-2.82705;1.37283;1.48279;2.00716;0.125357;0.0887248;2.01303;0.995901;-1.53799;0.0766693;1.83388;10.0334;-0.75478;-0.135495;0.204405;0.79362;78.7568;0.992941;0.0774717;0.0781929;0.0406254;3.98293;9.21874;8.68151
7.6;-2.78671;1.37502;1.48458;2.02671;0.0942409;0.0902671;2.0309;0.958003;-1.5737;0.077551;1.844;10.0355;-0.756475;-0.133477;0.207162;0.795604;78.7558;0.993166;0.0790373;0.0774148;0.0328547;3.0802;9.32778;8.66016
7.62;-2.74599;1.37659;1.4864;2.04548;0.0624076;0.0918265;2.04849;0.918676;-1.60966;0.0783741;1.85502;10.0378;-0.75869;-0.131353;0.21004;0.798111;78.7576;0.993328;0.0806465;0.0765856;0.0250588;2.1746;9.44243;8.63535
7.64;-2.7049;1.37751;1.48825;2.06344;0.0298537;0.0934016;2.06577;0.878039;-1.64575;0.0791276;1.86701;10.0401;-0.761385;-0.12915;0.213032;0.801105;78.7614;0.993426;0.0822956;0.0757117;0.0172332;1.26549;9.5623;8.60804
7.66;-2.66345;1.37778;1.49014;2.08059;-0.00342269;0.094991;2.08276;0.836214;-1.68188;0.0798003;1.87998;10.0426;-0.764517;-0.126894;0.216128;0.80455;78.7664;0.99346;0.0839804;0.0747996;0.0093736;0.352308;9.68701;8.57914
7.68;-2.62168;1.37737;1.49205;2.09689;-0.037421;0.096593;2.09944;0.793319;-1.71793;0.080381;1.89396;10.0452;-0.768043;-0.124613;0.21932;0.808406;78.7715;0.993427;0.0856967;0.0738557;0.00147639;179.435;170.184;-171.45
7.7;-2.57959;1.37628;1.494;2.11232;-0.0721387;0.0982056;2.11583;0.749475;-1.7538;0.0808585;1.90894;10.0479;-0.771915;-0.122332;0.222595;0.812629;78.7761;0.993327;0.0874402;0.0728866;-0.0064617;178.512;170.051;-171.48
7.72;-2.53719;1.37448;1.49598;2.12686;-0.107571;0.0998266;2.13192;0.704803;-1.78938;0.0812217;1.9249;10.0507;-0.776083;-0.120076;0.225943;0.817174;78.7793;0.993158;0.0892065;0.0718984;-0.0144434;177.583;169.915;-171.508
7.74;-2.49452;1.37197;1.49799;2.1405;-0.143711;0.101454;2.14772;0.659422;-1.82457;0.0814594;1.94178;10.0535;-0.780496;-0.117871;0.229351;0.821991;78.7803;0.992919;0.0909909;0.0708976;-0.022471;176.649;169.775;-171.534
7.76;-2.45158;1.36873;1.50004;2.15323;-0.18055;0.103084;2.16325;0.613452;-1.85925;0.0815605;1.95954;10.0565;-0.785101;-0.115741;0.232806;0.82703;78.7784;0.992608;0.0927886;0.0698902;-0.0305462;175.708;169.634;-171.558
7.78;-2.40839;1.36474;1.50212;2.16504;-0.218077;0.104715;2.17851;0.567014;-1.89332;0.0815137;1.97809;10.0594;-0.789842;-0.113707;0.236296;0.832235;78.773;0.992225;0.0945949;0.0688825;-0.0386701;174.761;169.491;-171.578
7.8;-2.36498;1.36;1.50423;2.17591;-0.256278;0.106344;2.19353;0.520227;-1.92668;0.0813078;1.99733;10.0624;-0.794662;-0.111791;0.239806;0.837551;78.7633;0.991767;0.0964048;0.0678803;-0.0468433;173.808;169.347;-171.594
7.82;-2.32136;1.35449;1.50637;2.18585;-0.295139;0.107966;2.20832;0.473211;-1.95922;0.0809319;2.01718;10.0654;-0.799502;-0.110014;0.243321;0.842918;78.7488;0.991234;0.098213;0.0668896;-0.0550658;172.848;169.202;-171.605
7.84;-2.27756;1.34819;1.50855;2.19484;-0.334641;0.10958;2.2229;0.426088;-1.99082;0.0803745;2.03749;10.0683;-0.804301;-0.108394;0.246826;0.848276;78.7289;0.990625;0.100014;0.0659161;-0.063337;171.88;169.059;-171.61
7.86;-2.23358;1.3411;1.51075;2.20289;-0.374765;0.11118;2.2373;0.378976;-2.02139;0.0796247;2.05815;10.0712;-0.808998;-0.106949;0.250305;0.853562;78.7033;0.989939;0.101804;0.0649654;-0.0716556;170.906;168.916;-171.609
7.88;-2.18945;1.3332;1.51299;2.21;-0.415489;0.112763;2.25154;0.331996;-2.05082;0.0786711;2.079;10.0739;-0.813529;-0.105694;0.253743;0.858712;78.6713;0.989174;0.103575;0.0640428;-0.0800199;169.926;168.775;-171.601
7.9;-2.14518;1.32448;1.51527;2.21617;-0.456789;0.114325;2.26564;0.285268;-2.07899;0.0775027;2.0999;10.0765;-0.817831;-0.104642;0.257122;0.86366;78.6328;0.98833;0.105324;0.0631536;-0.0884274;168.939;168.637;-171.586
7.92;-2.10081;1.31492;1.51757;2.22141;-0.49864;0.115862;2.27963;0.238911;-2.10581;0.0761083;2.12069;10.0789;-0.821838;-0.103806;0.260425;0.86834;78.5874;0.987407;0.107043;0.0623026;-0.0968752;167.946;168.503;-171.564
7.94;-2.05633;1.30453;1.5199;2.22573;-0.541012;0.117368;2.29354;0.193047;-2.13117;0.0744766;2.14119;10.081;-0.825486;-0.103196;0.263635;0.872686;78.5349;0.986405;0.108728;0.0614948;-0.10536;166.946;168.373;-171.533
7.96;-2.01178;1.29328;1.52226;2.22914;-0.583876;0.118839;2.3074;0.147795;-2.15495;0.0725966;2.16123;10.0829;-0.82871;-0.102818;0.266733;0.876629;78.4751;0.985322;0.110372;0.0607344;-0.113877;165.942;168.248;-171.494
7.98;-1.96717;1.28117;1.52465;2.23165;-0.627199;0.12027;2.32123;0.103276;-2.17706;0.0704571;2.18064;10.0843;-0.831443;-0.10268;0.269703;0.880102;78.408;0.98416;0.111968;0.0600259;-0.122421;164.932;168.13;-171.446
8;-1.92252;1.26819;1.52707;2.23327;-0.670946;0.121656;2.33505;0.0596084;-2.19738;0.0680468;2.19924;10.0854;-0.833622;-0.102783;0.272524;0.88304;78.3337;0.982919;0.113512;0.059373;-0.130988;163.918;168.019;-171.39
8.02;-1.87785;1.25433;1.52952;2.23404;-0.715081;0.12299;2.34891;0.0169135;-2.21581;0.0653547;2.21684;10.086;-0.835182;-0.103129;0.275179;0.885375;78.2521;0.9816;0.114997;0.0587795;-0.139572;162.9;167.915;-171.325
8.04;-1.83317;1.23958;1.53199;2.23396;-0.759565;0.124268;2.36283;-0.024689;-2.23224;0.0623695;2.23325;10.0861;-0.836062;-0.103717;0.277648;0.887043;78.1636;0.980204;0.116415;0.0582488;-0.148165;161.878;167.821;-171.252
8.06;-1.78849;1.22394;1.53449;2.23306;-0.804357;0.125483;2.37682;-0.0650788;-2.24657;0.0590801;2.24829;10.0856;-0.836199;-0.104543;0.279911;0.88798;78.0683;0.978732;0.117761;0.0577838;-0.156762;160.855;167.737;-171.169
8.08;-1.74385;1.20741;1.53701;2.23136;-0.849413;0.126629;2.39092;-0.104136;-2.25869;0.0554753;2.26177;10.0845;-0.835536;-0.105601;0.28195;0.888126;77.9667;0.977187;0.119027;0.0573873;-0.165355;159.831;167.664;-171.078
8.1;-1.69925;1.18996;1.53955;2.2289;-0.894689;0.1277;2.40516;-0.14174;-2.26849;0.0515439;2.27349;10.0827;-0.834014;-0.106884;0.283745;0.88742;77.8591;0.975571;0.120207;0.0570616;-0.173937;158.806;167.603;-170.979
8.12;-1.6547;1.17162;1.54212;2.2257;-0.940137;0.128689;2.41954;-0.177772;-2.27586;0.0472749;2.28328;10.08;-0.831581;-0.10838;0.285275;0.885807;77.7462;0.973886;0.121293;0.0568089;-0.182498;157.781;167.554;-170.872
8.14;-1.61022;1.15236;1.5447;2.2218;-0.985707;0.129588;2.43409;-0.212111;-2.2807;0.0426569;2.29094;10.0766;-0.828184;-0.110077;0.28652;0.883232;77.6284;0.972135;0.122279;0.0566309;-0.191031;156.759;167.519;-170.758
8.16;-1.56583;1.13219;1.5473;2.21723;-1.03135;0.130392;2.44884;-0.244636;-2.2829;0.0376788;2.29628;10.0723;-0.823776;-0.11196;0.28746;0.879645;77.5065;0.970321;0.123157;0.0565289;-0.199527;155.739;167.5;-170.637
8.18;-1.52154;1.1111;1.54992;2.21203;-1.077;0.131093;2.46378;-0.275229;-2.28236;0.0323295;2.29912;10.067;-0.818313;-0.114013;0.288074;0.874998;77.3813;0.96845;0.123919;0.0565041;-0.207977;154.724;167.495;-170.51
8.2;-1.47735;1.08911;1.55254;2.20624;-1.12262;0.131683;2.47893;-0.303769;-2.27896;0.0265978;2.29927;10.0607;-0.811752;-0.116215;0.28834;0.869245;77.2536;0.966524;0.124558;0.0565572;-0.21637;153.715;167.508;-170.377
8.22;-1.43329;1.0662;1.55518;2.19989;-1.16814;0.132154;2.4943;-0.330135;-2.2726;0.0204725;2.29655;10.0533;-0.804057;-0.118547;0.288238;0.862347;77.1244;0.964548;0.125065;0.0566887;-0.224699;152.712;167.538;-170.239
